@relation PD_11Clusters

@attribute 'Jitter(\%)' numeric
@attribute Jitter(Abs) numeric
@attribute Jitter:RAP numeric
@attribute Jitter:PPQ5 numeric
@attribute Jitter:DDP numeric
@attribute Shimmer numeric
@attribute Shimmer(dB) numeric
@attribute Shimmer:APQ3 numeric
@attribute Shimmer:APQ5 numeric
@attribute Shimmer:APQ11 numeric
@attribute Shimmer:DDA numeric
@attribute NHR numeric
@attribute HNR numeric
@attribute RPDE numeric
@attribute DFA numeric
@attribute PPE numeric
@attribute output numeric

@data
1.580816,0.749742,0.510908,0.535723,0.808125,1.356929,0.754373,1.12802,0.612738,0.633663,0.683992,1.093774,16.258999,2.304682,2.101085,1.980777,7
1.509879,1.762049,1.841889,1.704086,1.600942,0.888502,1.582798,1.245372,1.48177,-0.080001,0.090942,1.720573,21.173408,1.012767,2.310556,1.564067,2
1.54525,0.457926,-0.761868,-0.068862,-0.086888,0.509225,0.514451,0.046604,0.131887,1.334746,0.806851,1.254772,21.677772,1.503038,1.595242,0.845507,2
1.77218,0.774487,-0.90984,0.622854,1.844821,0.518771,0.980604,0.754471,1.090746,1.725246,0.442493,0.338519,28.434915,0.761011,1.734658,0.207919,3
1.560953,1.553161,1.028848,1.440514,0.922485,0.925286,1.610148,0.497521,-0.029186,-0.806683,1.115237,1.221641,19.115749,1.643962,1.974432,1.703715,2
0.367191,0.827767,1.007462,0.396417,0.794784,1.894126,1.107346,1.898454,0.674306,0.817316,1.758512,1.883903,27.911896,1.428115,2.035836,2.084467,3
1.74327,0.200287,0.771903,1.130515,0.747904,0.962074,0.961718,1.536783,1.037598,1.018268,1.454591,1.098201,22.681404,1.604288,1.629512,1.884432,2
0.791168,0.575015,1.037296,0.28265,0.449742,0.903532,0.244975,1.511631,0.579646,0.377724,0.502424,1.198732,31.027287,1.354714,1.218467,0.455452,6
1.359952,0.419599,0.643901,0.686818,-0.320237,0.903028,1.10203,0.299754,1.168195,0.392446,1.459085,-2.755617,31.924108,1.27089,0.802934,1.143176,6
1.185444,1.017153,1.454185,1.172064,1.297635,1.556243,0.122475,-1.468776,-1.100479,-0.715946,-2.359393,0.99462,31.86578,1.546077,1.650016,0.799017,6
-0.261677,1.336804,-0.196436,-0.007551,0.661655,0.474319,0.508657,0.112982,0.789939,0.684638,0.591223,1.635462,27.787875,1.476037,1.49946,1.740802,3
0.358046,1.32082,-2.683703,1.487425,0.682983,-1.01107,0.336533,-0.94953,0.901526,-0.126063,0.546657,-0.366701,30.872398,1.597337,1.008549,-0.316478,6
0.503719,0.929327,-0.153479,0.130173,0.625328,1.961339,1.366874,0.842534,0.697225,0.827603,0.855752,0.748287,28.628988,1.399228,1.236094,1.912684,3
1.171589,-0.27551,-0.513617,-0.737071,-0.259788,1.305345,0.510794,0.552857,-1.092874,1.297331,-0.583199,1.437714,31.25752,1.033709,1.010182,0.821901,6
0.299999,-0.564729,-1.621735,-1.152729,-2.340309,1.811298,1.818439,1.280313,0.777622,1.269476,1.67986,0.461757,19.404692,1.802769,2.027222,0.763122,5
1.41784,1.772519,-0.432635,0.012368,1.059998,-0.180672,1.08535,1.26814,0.655217,0.660574,-1.04322,-0.524591,31.58162,1.978558,1.167409,1.320626,6
0.87529,0.391748,1.675656,0.433477,-0.468992,1.56615,1.007246,-0.033876,0.772271,1.331922,0.912307,-0.754313,31.545834,1.66115,0.943607,0.282829,6
1.402316,1.489622,1.094134,1.30808,0.964992,0.554463,1.344064,0.360355,0.38902,1.284866,0.232006,1.192054,25.052802,2.104885,1.880703,1.270987,11
0.529561,0.246644,1.855376,0.476571,-0.033945,0.519012,1.49705,1.341716,1.594826,1.07583,1.591624,0.935674,27.51636,1.506927,1.170408,1.01745,3
1.392055,1.441881,0.370664,-0.562894,0.225439,0.641891,0.344437,0.731159,0.802943,1.388438,-1.306238,-0.034794,25.21516,1.239597,1.69696,0.159256,11
0.079839,0.185734,-2.777603,-1.211945,-1.94821,0.275055,-0.184192,0.99977,0.405559,0.850784,-1.037945,-0.35576,31.492848,1.501246,0.83273,1.418493,6
1.669774,1.50818,1.596167,1.667756,1.544342,0.57797,1.734827,1.805088,1.021198,-0.257782,0.273343,1.992319,23.774019,2.519064,1.857417,1.172419,11
-0.287851,0.856569,-1.408268,-0.182933,-0.218181,-0.025253,0.431442,-0.000022,-0.704867,-0.577514,-0.79234,-0.06398,32.402053,0.976344,0.843802,-0.315895,6
0.668682,1.071722,-1.773056,0.772158,-1.570246,0.265629,0.113341,-0.20733,0.22621,0.845618,1.2893,-0.056055,30.834531,1.829694,0.980057,0.23377,6
0.390529,0.646728,0.719147,0.709146,0.723671,-0.527208,0.014029,1.457336,-1.228747,0.152179,-0.348209,-0.425804,24.833732,2.207824,1.496971,0.507615,11
0.316243,1.032924,-0.516058,0.641377,1.44196,0.210664,1.254897,-1.579953,-1.349083,-0.251235,-0.833364,1.761173,31.270574,2.032308,1.907583,2.062021,6
1.52068,0.219756,-1.521382,-0.559271,-0.20509,1.041091,0.319112,1.309571,0.540857,0.515071,-0.370636,0.699708,21.65566,1.708311,1.560021,0.667158,2
0.951745,-0.485771,-1.81793,-1.082771,-0.613349,0.04443,-0.672173,-0.163818,0.564057,1.36991,0.802427,0.291737,32.461635,1.349284,1.521466,0.643754,6
0.395323,0.606199,-1.671078,1.043074,-2.545341,-0.33787,-1.293471,0.42224,0.538557,0.458223,-2.03902,-1.408828,35.909436,2.075717,1.938067,0.698852,9
0.493773,0.839103,0.069999,1.482445,0.153829,1.248554,1.899578,0.296907,0.672564,0.243379,0.032475,1.179743,27.363577,2.121301,1.720445,1.209896,3
1.822474,0.822604,0.099773,-0.424542,-0.75537,1.296714,1.46639,1.307889,1.93291,1.177472,1.091313,-0.103438,29.794968,1.848125,0.586707,0.200015,6
-1.796446,0.79095,-0.586277,0.174782,-0.830911,1.417459,0.97999,0.981191,0.575847,0.976918,0.465287,1.316894,32.027225,1.840627,1.461915,-0.057921,6
0.868224,0.180247,-3.128167,0.802858,-1.311572,-0.413459,0.420801,-0.839979,0.282833,0.666192,-0.252709,-0.395922,31.581579,0.93543,0.744947,-0.09739,6
0.048963,1.279737,1.308376,-1.333122,-0.498133,0.125144,-0.436907,-0.982932,0.382175,-0.375666,-0.117799,1.919308,31.547509,1.719504,1.378082,0.811221,6
-0.783541,0.399306,-3.081225,1.450194,1.818216,-0.864925,-0.38583,1.259008,0.545618,0.612219,1.480086,-7.60217,36.457314,1.866744,1.48742,-0.450054,9
0.019402,1.462199,-1.81687,-1.32819,-2.925847,-3.187025,-1.815498,0.028508,0.518434,-1.412234,-0.160049,-0.437974,37.493635,1.651418,1.949557,-0.790092,9
1.22325,-0.231083,-0.279574,0.578961,-1.438521,-2.348547,-0.91416,-3.770677,0.791491,-0.442204,-2.302884,-4.468245,35.386329,1.669474,1.125719,0.854501,9
1.276759,1.099175,0.05483,0.596562,0.14408,-0.211788,-0.599923,0.476268,1.842287,1.064307,-1.052887,-0.283971,30.532001,1.747883,0.834451,1.012984,6
0.51086,1.520348,0.727177,1.738503,-0.23202,-0.439753,0.835091,1.367985,-0.072997,-1.045049,0.796735,1.081483,31.495469,0.893847,1.638744,0.859535,6
1.339421,0.800556,1.58696,1.378846,0.88509,1.312095,2.150587,1.748546,1.053264,0.899427,1.566206,1.21386,18.301103,1.905063,1.683122,0.350221,5
1.786872,1.225927,0.985192,1.210914,0.673802,0.114818,0.715401,0.980758,0.145762,0.638229,-0.325883,-0.01743,30.518586,1.684488,1.803337,1.726881,6
-0.134647,0.978423,-1.122657,0.24182,0.130982,0.786159,0.182437,0.773989,-0.37998,-0.89944,-1.412302,0.034548,31.904602,1.452522,1.504647,1.284976,6
0.548344,-0.573912,-1.731313,-0.408347,0.799815,-0.315332,0.846418,1.099519,1.71401,1.079949,0.036493,-4.204042,31.198561,1.335209,1.238888,0.456692,6
-0.078522,-0.14954,0.647268,-0.061727,1.03004,0.370735,1.277079,1.297304,0.893316,0.615739,-0.073601,1.696103,27.529544,1.836917,1.12766,1.427919,3
1.104274,0.557635,0.68098,0.942396,0.901542,0.231789,1.096603,-0.585681,1.009931,1.707736,-0.215224,1.685807,28.810667,2.160772,0.597159,0.721911,3
0.981155,1.246902,0.066308,0.967758,0.515668,1.793607,0.825774,1.047258,0.858141,0.679321,0.565072,-0.785803,27.420321,1.404603,1.497202,0.584723,3
1.005801,1.130768,0.843253,0.773331,1.268983,0.63684,0.109592,0.088071,0.061709,0.630493,0.125101,1.692639,28.231405,1.506237,1.298196,1.906394,3
1.155044,0.206338,1.465137,0.220993,0.789066,0.906163,1.103804,0.027597,0.297895,0.656926,0.222676,1.513709,24.898012,1.842365,1.516219,1.540824,11
0.988122,1.473271,0.964212,1.554638,0.459132,0.862596,0.523298,0.212783,0.230385,0.903572,1.261532,-0.627948,27.841974,2.027074,1.393942,0.221518,3
1.433973,1.463752,0.85619,1.389384,0.683241,0.851131,0.888766,0.935089,1.6093,0.324228,1.014947,0.796584,22.446783,2.383145,1.175635,1.267513,11
1.303266,0.361777,0.688746,-0.630022,0.703894,1.085729,1.08361,0.678435,1.099258,0.849609,0.900183,-0.992114,26.411858,1.53635,1.435328,0.441112,3
0.792335,0.40458,-0.2075,-0.35324,-2.613032,0.846817,1.150348,0.491969,0.840661,1.536687,1.12858,0.379043,24.341871,2.250235,2.337921,0.915805,11
1.199449,1.318597,1.392666,1.532636,1.630832,1.516286,1.946819,1.660934,1.444301,0.693021,1.129696,1.836168,22.474775,2.03443,2.399333,1.62312,2
-0.887102,0.527072,-0.537407,1.112777,-1.679956,0.467451,1.143399,0.138384,0.828452,0.650933,0.730442,1.47335,31.404197,1.759525,1.34622,0.92428,6
1.303357,1.198217,1.086236,0.177679,0.952305,0.601133,0.970608,1.832184,1.59171,1.493786,0.31146,1.893713,25.054573,1.985888,1.373972,1.110892,11
0.515935,0.401226,-0.754694,0.335326,1.718216,1.265456,0.418047,0.34448,1.478381,0.98429,1.449959,0.749532,24.832822,1.29987,1.996015,0.892994,3
0.250157,0.863943,0.360512,1.554496,-1.244961,1.948389,0.64733,1.090316,-0.283855,0.498572,0.568751,0.758289,27.480274,1.628426,1.697677,0.363101,3
0.301853,0.283332,-0.34036,1.22715,0.529329,1.012614,0.748303,1.26498,1.20472,0.883754,1.557846,-0.321354,27.328385,0.267028,2.19052,2.02664,3
0.692293,1.331199,0.225663,1.046931,-0.324421,1.491339,0.455507,1.614956,0.843216,1.287591,1.369156,0.52456,22.681078,1.785109,1.520172,1.233127,2
-1.221518,1.835411,1.137148,0.052142,1.043112,0.428931,1.33393,0.784314,0.560969,-0.066051,1.41838,-2.939873,31.202688,0.30856,1.551304,0.597765,6
0.925256,1.53182,0.37835,1.194247,0.381209,0.683283,0.992268,0.81861,1.479938,1.149667,-0.148553,-1.738988,25.289101,0.508559,0.684687,0.856266,11
1.022512,0.45362,0.322957,0.787791,0.202261,1.255108,1.047916,1.265937,0.170805,1.019038,0.98223,-0.237325,27.712087,1.660203,1.693867,1.396694,3
0.286529,1.043377,0.352895,0.31583,0.093438,1.033257,1.164739,0.994176,0.985396,0.963055,0.660445,-1.664668,25.009733,0.684868,1.484488,0.515183,3
0.48399,1.244123,0.316409,0.672867,0.928308,0.010277,0.530821,0.801314,1.04742,0.461103,0.498545,-0.698772,25.722069,1.139267,1.948565,1.082674,11
1.132182,0.595104,-0.29301,0.57229,-0.212827,0.22995,1.02926,0.679173,0.76837,0.812772,0.495729,1.084145,24.738796,1.254613,1.5042,1.308343,11
-0.265749,0.945449,-0.369635,0.289595,0.917701,1.178673,0.766299,-0.277017,1.324794,0.570074,1.56243,0.632644,27.139277,2.242939,1.227655,0.332029,3
0.018969,0.281792,-0.17646,1.05543,-1.089942,1.152537,1.977028,1.232063,0.175857,1.071554,0.02679,1.174099,23.709546,0.337492,1.720471,-0.134282,11
1.351525,1.314987,0.407335,1.16809,0.285846,1.426423,1.150813,0.728117,1.450677,1.711946,0.973573,1.113268,20.201804,2.447752,2.128677,1.680653,2
0.60099,-0.044419,0.553574,0.414599,0.309905,1.422368,0.1215,0.606624,0.77024,0.720582,0.24702,0.953052,23.250263,1.007056,1.787225,1.201677,11
1.427697,0.960754,-0.42928,0.337813,0.52595,0.902442,1.739541,1.646048,0.52041,1.066375,1.187836,-0.018275,21.525294,2.21216,1.28309,1.21676,2
0.508604,1.316677,1.734013,1.032664,0.437889,1.179184,1.413914,1.279467,1.71042,1.561563,1.017503,0.012424,19.040499,1.371067,1.810842,1.173393,5
1.527146,0.738968,0.074159,0.880388,0.48201,0.684525,0.126436,0.40752,1.20768,0.956732,0.219635,-0.674486,21.048607,2.182973,1.988533,1.115258,2
1.076833,0.446988,-0.118828,1.156233,1.754055,1.042123,0.640538,0.110225,0.497229,0.943046,0.781577,-0.947256,27.413094,1.171201,1.7962,1.267495,3
1.684429,1.354839,1.95117,0.41411,1.146272,0.009659,1.823741,0.462281,0.947762,1.150211,0.953208,0.971034,24.192752,0.774176,0.926878,0.866465,11
0.658406,1.565128,0.557655,0.481193,1.058029,1.13775,0.815461,0.566501,1.508126,1.04354,0.962016,0.519154,22.871075,2.271034,1.903818,1.43909,11
1.586563,1.669504,0.595627,1.274049,-0.067563,1.205102,1.849815,1.032851,0.87532,1.936003,0.48643,0.803544,22.52242,1.981688,1.440397,0.690497,2
1.26416,1.335178,0.710269,1.032541,0.968392,1.544198,0.405194,1.505652,1.37609,1.143375,1.117047,0.34027,22.295847,1.502023,1.65249,0.542966,11
-0.015506,0.947562,0.595344,0.170815,-0.073379,0.822763,0.552775,1.199884,-0.002236,0.658474,0.1139,0.817992,27.875281,1.613417,0.969645,1.386343,3
1.166871,0.972381,-0.036465,0.412327,0.512405,0.123924,0.709697,0.129863,0.736587,0.433246,0.671178,0.22291,30.99342,1.986639,1.937834,1.496777,6
0.62426,-0.929696,0.843408,0.363364,0.101257,0.6869,0.008152,0.455262,-0.54133,0.410023,-0.913129,-1.053901,30.862302,1.843728,1.924677,1.026349,6
0.452569,1.035678,0.538717,1.283342,-0.094679,1.392856,1.755382,0.559416,-0.182152,1.063484,0.370996,-0.519343,28.791223,1.334057,1.469059,0.736114,3
0.92335,0.454522,0.18496,0.015992,0.401257,0.370997,1.486395,-0.609451,1.253017,0.6645,0.159253,0.598137,28.641663,1.446754,1.505091,0.91775,3
1.010727,0.003479,0.466857,0.34639,-1.487278,0.34124,0.235324,0.790939,-0.089517,1.284697,-0.155479,-2.872815,30.833956,1.014097,1.18344,1.174599,6
0.403148,0.12314,0.83332,1.714006,0.749269,-1.034412,0.655383,-0.005073,0.540521,0.424233,-0.945822,-1.932843,30.256009,1.651543,2.090702,0.001162,6
0.37522,1.497706,0.2676,0.189405,0.862684,0.882871,1.095638,0.656637,1.690005,0.626219,-0.035802,1.124442,27.095513,1.347873,2.525379,0.003229,3
-0.737614,0.200364,0.590532,1.518034,1.459445,0.801285,1.452023,0.301926,0.401156,0.323455,1.232423,-2.061469,28.240881,0.758905,1.543274,0.864767,3
0.629941,1.55541,0.587616,0.500227,0.341007,0.427898,0.834913,0.278776,0.45894,0.003693,1.318343,0.076581,28.092249,1.277075,2.097594,2.037427,3
1.24473,1.116974,1.474098,0.760502,0.886187,1.440547,0.742197,1.097032,1.649208,1.311296,1.122298,1.259383,27.752552,1.322239,2.219843,0.849883,3
-0.664559,1.364489,-0.308552,-0.256005,-1.370031,0.972084,1.231826,0.249438,-0.240134,1.48923,0.406604,0.540869,30.353146,1.854765,1.367329,1.31892,6
0.282387,0.224236,1.642557,-0.101025,1.019244,1.328214,1.60107,0.513133,1.178059,0.933693,0.59688,-2.065783,28.42193,0.401475,2.17547,0.275193,6
0.138691,1.044348,-0.399336,0.612232,1.406584,1.307174,0.687845,0.782385,-0.081227,0.950853,0.384619,1.352723,24.154029,1.268974,1.215088,1.449114,11
1.110559,1.003181,-0.012377,0.821142,-0.471187,0.825823,1.14956,1.132709,1.34398,1.826097,1.613764,0.873689,26.679018,2.183236,1.419419,0.808721,3
0.918545,0.458864,0.581761,-0.209328,-0.353752,1.359124,1.357844,1.226925,0.746513,1.255873,1.471362,0.241223,21.867651,1.910554,0.775572,0.368274,2
1.557924,0.437591,0.008733,0.465198,0.612074,0.733199,0.186361,0.771966,1.012312,0.548019,1.714166,-2.561891,24.861285,1.527825,1.252559,1.1492,11
1.623235,1.513499,1.173582,-0.247304,0.739315,1.259295,1.327748,-0.079992,0.285952,0.49294,0.764401,-4.202585,28.366863,1.413941,1.986166,1.031174,3
0.397921,0.757418,-0.612041,1.382118,1.320884,0.472817,-0.428881,0.154836,0.804261,0.89399,-0.363877,-6.044942,35.456835,1.921488,2.069176,0.070791,9
0.134261,-0.27911,-0.430685,0.484509,-1.20854,1.332989,1.749568,1.087124,0.078689,1.554705,0.944697,-6.847575,35.962638,0.862461,1.210437,1.555099,9
1.437693,0.329183,1.24448,1.204164,1.759443,1.069368,0.822209,0.915023,1.277215,1.623684,0.981085,1.666611,28.627066,0.833905,2.320982,0.614245,3
1.02413,1.067847,0.519875,1.595384,0.290747,0.335333,0.894002,0.900677,0.384135,0.866884,0.438766,1.685918,25.127462,1.631552,1.272721,0.874426,3
1.587093,-0.547835,0.469502,0.897746,1.097492,0.54633,1.189308,0.290016,1.603638,1.470642,1.274911,0.569747,37.099095,1.282355,0.912656,-1.050553,9
1.524434,1.15241,1.315405,1.37855,0.867699,-0.323609,0.464129,0.352912,0.390049,0.847506,-0.934522,0.032751,26.942513,1.492341,1.525275,1.834615,3
0.385523,-0.983189,0.374138,1.064239,0.276154,0.737906,0.687836,0.777459,0.348419,0.700354,-0.401673,-6.460468,31.836401,1.253569,1.74767,1.674978,6
1.721199,0.549134,0.750273,-0.153547,-0.07271,0.654126,-0.188668,0.241238,0.896351,0.891967,0.695356,0.283341,27.527085,1.706258,1.817885,0.411129,3
0.931059,0.829427,0.837821,0.668598,0.639623,-0.177857,0.55062,-0.382095,-0.776517,0.82039,0.377455,0.437491,31.327649,1.291499,1.285056,0.674829,6
1.09291,0.913992,-0.441846,1.266367,0.412663,0.430417,1.994074,1.032957,1.189236,1.221169,0.072252,-0.845587,27.786819,1.086901,0.89082,0.141661,3
0.857962,0.419756,1.489863,1.044314,0.940592,0.360783,-0.149575,1.14225,0.046366,1.076677,0.944772,-0.140895,28.689057,1.890928,0.9331,0.988888,3
0.120094,0.814169,-1.270143,-0.931141,0.70076,0.89207,0.460154,-0.229775,1.063464,-0.576861,-0.169025,0.916262,30.921108,1.426593,2.172256,-0.150589,6
1.151518,0.60142,0.483044,0.389176,1.323368,0.501726,1.672517,0.631465,0.582247,1.077218,1.383024,-0.194067,23.712934,1.418421,1.968856,0.736866,11
0.559662,-0.209738,-0.810136,0.284335,0.214664,0.086728,1.814834,-0.075949,-0.053668,0.861996,1.472018,0.438937,27.4029,1.051278,1.377902,1.278936,3
0.306646,1.261082,0.115584,1.33335,0.39813,1.742179,0.905941,1.496772,1.319439,1.233928,1.666386,-5.303365,28.020764,0.889156,1.001927,0.94898,3
1.709984,-0.334682,1.816882,0.437393,1.212085,0.818268,1.505964,1.466671,0.492412,1.365282,0.954011,-3.078055,32.198706,1.501758,1.557732,0.850602,6
0.800309,1.091138,-0.61301,1.178068,-1.38576,0.427049,-1.272135,-0.686111,-0.193619,1.349239,-0.597504,-2.622148,32.374358,1.627806,1.604547,-0.178047,6
1.412686,0.136808,-0.398854,0.905995,-0.34443,1.363198,1.010121,1.065626,1.569402,1.102301,-0.041,0.283568,26.959097,1.280301,1.825263,1.681046,3
0.164859,0.845705,-0.894424,0.112197,0.174958,1.138235,1.466506,1.026573,1.674281,1.423398,1.209669,0.313814,23.340585,0.915328,2.127312,1.700185,11
-0.003711,0.400009,1.760681,1.387328,1.289321,1.156235,1.163666,1.141568,1.946011,0.861398,1.395221,1.579959,23.288841,1.844126,2.042525,0.812943,11
0.404681,1.347794,0.03897,0.688708,1.101826,1.210835,1.559788,1.340579,0.951409,1.018076,0.703945,-0.002259,27.291183,0.909094,0.974059,0.018349,3
1.071115,0.493471,1.280494,-0.623946,0.207209,1.395589,0.183155,-0.275129,0.880147,1.416196,0.558734,1.269521,31.454659,1.508542,1.556671,1.159136,6
0.888614,1.131309,-0.492855,-0.753822,-1.238611,0.307981,-0.032354,1.295346,0.907889,-0.031047,1.092019,-2.801957,30.566481,1.319335,1.966136,-0.278704,6
0.597015,0.726406,-0.387066,1.453478,0.569144,-0.583012,0.533156,-0.4571,-0.584737,0.093493,1.055608,-2.289441,35.020746,0.719771,1.167114,-0.560526,9
0.994535,1.693617,0.857121,1.103975,0.800422,1.443163,1.04436,1.320672,1.647944,1.74315,-0.179492,1.612695,28.14796,1.609238,1.118543,1.570263,3
0.687818,0.156574,-0.978658,-0.382772,0.240708,0.239167,1.993922,0.554138,0.518962,1.208881,1.334678,-1.943305,28.645911,1.487412,1.698583,0.784811,3
-0.25619,-0.657978,1.794954,-1.021137,0.724835,0.570409,0.695534,0.517216,-0.005779,0.778123,0.975529,-4.386532,32.121795,-0.090879,2.352819,0.991962,6
0.419481,0.710859,0.970293,0.594687,0.562036,0.921435,0.38997,-0.088441,0.895677,0.046094,0.169033,-1.097201,32.623261,0.733855,2.06037,-2.657068,6
-0.26875,0.207603,-0.722219,0.51954,0.748536,0.198493,0.847102,-0.932217,0.977585,0.948986,0.624667,-0.831952,28.414599,1.788046,1.56281,0.998376,3
0.850861,1.040028,0.769371,1.916254,0.787423,0.411359,0.725807,1.491145,0.766353,1.375448,0.537372,-0.673077,27.689442,0.84754,2.22643,1.980555,3
1.302257,0.911814,1.276131,0.79723,0.466426,1.321988,0.023885,0.445997,0.163867,0.604475,0.615998,-1.989992,27.579026,0.294998,0.799317,1.109754,3
0.306929,1.507278,1.13951,0.797756,0.278625,0.480959,0.41316,0.477614,0.74348,0.961997,1.510388,-0.775727,24.996429,0.944814,1.941108,1.241099,11
0.604328,0.687957,0.546896,1.214577,1.326428,0.463832,0.94433,-0.127998,0.659283,0.81356,0.290889,-0.030279,28.243934,0.488009,1.798502,1.402163,3
0.931839,1.225531,0.978043,0.206367,1.274318,1.755431,1.614869,1.3586,1.627449,0.55038,1.011971,0.11937,27.682272,0.55168,1.717657,1.305551,3
1.154635,1.069109,0.080935,0.652658,0.734709,0.535728,1.031803,0.350516,0.480715,0.715807,0.974026,-0.746574,27.92575,1.806022,1.016764,0.352169,3
1.085417,0.615122,1.315489,1.30546,0.650983,0.723354,1.595921,-0.624859,-0.135043,0.421599,0.422485,-2.34802,27.787617,0.570246,1.968535,0.704866,3
0.166281,0.488154,-0.179992,0.747258,1.284157,1.180878,1.526992,1.300889,0.965265,1.203227,1.48248,0.710383,15.679527,1.946962,1.594958,1.443552,7
0.900898,0.841233,0.352013,1.707804,0.787125,0.0836,0.484574,0.702777,0.779467,1.417453,0.54268,0.173046,23.993841,1.21815,1.483737,0.792605,11
0.992024,1.833769,0.831683,1.358977,1.01315,1.295182,0.433841,0.213701,0.726346,0.133522,1.73463,0.772473,24.326925,1.453415,1.558908,1.800341,11
1.190879,0.794068,0.185047,0.801311,0.8014,1.796268,0.965061,-0.213453,-0.201709,1.849938,0.322053,-0.216977,27.947359,0.789666,1.303548,0.34538,3
-0.437153,-0.411579,0.965906,0.056487,1.370173,1.41037,1.059624,1.758509,1.631842,0.514399,0.346118,-1.209239,29.960254,1.419467,2.068812,1.383699,6
1.065431,1.459877,0.432789,0.885435,1.542326,0.883511,1.379709,0.853542,0.723339,1.246223,1.347985,0.074509,21.438025,1.279711,2.382929,1.921082,2
0.031824,-0.030459,0.39018,0.739702,-0.095603,0.965324,1.384341,0.204735,1.419825,1.108027,0.720214,-1.631971,24.515231,1.752543,2.081852,0.500297,11
0.858754,-0.369977,0.296898,0.680602,1.161036,-0.192418,0.622711,1.359758,0.617388,0.308822,0.173791,-1.224056,27.652333,1.710097,1.021661,0.0825,3
1.324726,1.444532,-0.721317,0.91588,0.366778,0.437731,0.857811,-0.036561,-0.062566,1.517801,-0.201009,0.978752,24.26293,0.938259,2.125702,0.539712,11
-0.067786,0.973581,0.361871,-0.190144,0.658462,0.539126,-0.853541,-0.781307,0.16658,0.742373,0.144098,0.604676,31.401878,0.470436,1.243542,0.696641,6
0.910499,1.121621,0.475781,1.386439,1.512116,0.883143,0.232189,0.352979,0.559773,-0.668654,0.963012,-0.441452,28.796832,1.074977,2.07229,0.533569,3
1.023268,0.601119,0.976965,1.210356,1.083549,-0.173213,0.960556,0.932541,0.14613,0.946938,0.260358,0.337478,24.790072,0.439924,1.213906,0.490216,11
0.617423,0.600765,1.059359,1.703644,-0.607022,0.136941,1.579622,0.808285,1.296467,1.037308,0.339495,-0.659024,31.841454,1.684997,1.637899,0.937522,6
0.179506,-0.95609,-1.624355,1.044925,-0.533854,-0.836965,0.04787,1.30291,0.544988,-0.821786,-0.729684,-0.212548,36.650781,1.857337,1.397051,-0.046606,9
0.448925,0.025373,0.330266,0.123904,1.418013,0.8383,2.005535,0.695898,0.056165,0.32866,1.573785,-2.515368,31.538052,0.956662,2.178906,1.332878,6
0.412896,1.267561,0.383694,1.446545,-0.855343,0.599331,0.293015,0.396082,0.427629,0.787105,0.567282,-3.92356,28.030039,1.676727,1.177772,0.716695,3
0.833903,1.077103,0.386266,1.1819,0.325127,1.193885,0.399597,0.548648,-0.019328,1.748689,1.17122,-0.77537,28.085197,1.106073,1.069838,0.658621,3
1.592567,-0.782817,0.37041,1.473187,0.048502,-0.152975,-0.749472,-0.475921,0.339992,-0.14702,-0.751688,-0.358787,35.302137,1.673576,1.68123,0.180874,9
1.607539,-0.078439,0.009543,0.67147,0.504828,-0.260141,1.73827,1.578047,-0.053253,1.066435,0.352111,-1.497628,27.915792,0.925267,1.934203,1.244419,3
-0.19348,0.374883,1.48374,1.190313,0.491504,0.92142,1.520241,0.672201,1.636132,1.103744,0.604496,-0.229467,24.961076,2.074043,0.314294,1.148912,11
-0.311111,-0.125425,-1.512288,0.454966,0.58676,-0.653708,-0.25612,0.181268,0.425684,0.438827,0.441201,-2.15763,30.964973,0.563193,0.50913,0.009164,6
-0.581221,0.347364,-0.136288,-0.393043,1.220241,-0.068379,0.068504,0.12307,0.895885,1.27517,0.053029,-0.570262,29.27691,2.065744,1.847513,0.928967,6
-0.022232,1.5358,-0.814103,-0.060779,1.089839,-0.911252,1.225138,-1.469695,-0.80789,-0.747069,-0.541855,-0.277942,32.13786,1.505981,2.250288,1.784319,6
0.354013,0.718877,1.177092,0.339798,-0.26675,1.400444,0.378219,1.424055,1.132303,0.55467,1.137429,-2.141626,26.706284,1.183063,1.336808,0.415579,3
0.826121,-0.669156,1.618318,0.55489,0.421775,-0.096626,0.141009,-0.765914,1.01362,-0.701626,1.591248,0.558778,30.881833,1.218595,1.470983,0.840419,6
-0.092114,-0.748554,0.542858,-1.291249,1.042568,-0.632521,1.453262,0.958739,1.314274,0.824124,-1.251808,0.892593,35.589695,1.954936,2.307657,1.295912,9
0.136536,0.516529,-0.447263,-0.053801,0.140421,1.448728,0.705624,1.552822,0.075278,-0.105779,-0.202226,0.047709,27.281424,1.610755,2.180502,0.458459,3
1.449037,0.124771,0.459389,1.262886,-0.937235,0.561241,0.915168,-0.926455,1.332945,0.34393,1.505801,-0.995714,28.2892,2.307816,1.068948,0.439619,3
-0.789539,0.23986,-0.690414,0.044593,1.188498,0.413506,0.480907,0.857975,1.163545,1.661136,0.544565,-1.467795,28.041961,1.8462,1.062863,0.469919,3
1.938029,1.360264,1.076331,1.242681,0.946537,1.440158,1.945847,1.702011,1.088452,0.823779,0.983044,1.199754,21.009011,1.252477,1.323611,0.96867,2
-0.660069,0.637166,0.150683,0.21589,0.484658,0.724043,1.562917,1.619706,0.850176,0.991009,0.753778,-0.048859,24.500333,1.467178,1.531631,-0.035004,11
